web-scraper-order,web-scraper-start-url,image-src,Infos,Infos-href,Nombre pièces,Nombre salle de bain,superficie,Adresse
"1740007728-195","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3099741_uploaded_image1_1620249167.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-sicap-liberte-3099741","2","2","120","Sicap Liberté, Dakar, Sénégal"
"1740007740-196","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3099792_uploaded_image1_1620251447.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-pikine-technopole-3099792","3","2","75 m2","Dakar, Sénégal"
"1740007751-197","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3099847_uploaded_image1_1620253724.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-3099847","3","1","","Parcelle Assainies, Dakar, Sénégal"
"1740007754-198","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3099869_uploaded_image1_1620254904.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-pikine-rue-10-3099869","2","1","","Dakar, Sénégal"
"1740007762-199","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3099911_uploaded_image1_1620256397.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-04-pieces-point-e-3099911","4","5","300","Point E, Dakar, Sénégal"
"1740007764-200","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3099971_uploaded_image1_1620259801.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-mamelles-3099971","2","1","","Mamelles, Dakar, Sénégal"
"1740007768-201","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3100048_uploaded_image1_1620267184.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-3100048","4","4","200","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740007777-202","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3100979_uploaded_image1_1620307682.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-meuble-a-ngor-almadies-3100979","2","1","55 m2","Ngor, Dakar, Sénégal"
"1740007787-203","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3101005_uploaded_image1_1620308493.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartements-3-pieces-dakar-3101005","3","3","150","Dakar, Sénégal"
"1740007794-204","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3101035_uploaded_image1_1620309400.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouest-foire-3101035","4","3","","Ouest Foire, Dakar, Sénégal"
"1740007798-205","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3101062_uploaded_image1_1620310033.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-magistrat-foire-3101062","4","4","","Sicap Liberté, Dakar, Sénégal"
"1740007807-206","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3101240_uploaded_image1_1620313633.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-plateau-3101240","5","4","355","Dakar Plateau, Dakar, Sénégal"
"1740007816-207","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3101307_uploaded_image1_1620314968.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-tivaouane-peulh-3101307","2","1","","Dakar, Sénégal"
"1740007825-208","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3101390_uploaded_image1_1620317036.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zone-de-captage-3101390","4","3","180 m2","HLM, Dakar, Sénégal"
"1740007829-209","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3101420_uploaded_image1_1620317794.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-mermoz-pyrotecnique-3101420","4","3","225 m2","Almadies, Dakar, Sénégal"
"1740007838-210","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3101427_uploaded_image1_1620317941.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-liberte-2-3101427","95 m2","","","Sicap Liberté, Dakar, Sénégal"
"1740007848-211","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3101438_uploaded_image1_1620318502.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-mamelles-3101438","43","200 m2","","Mamelles, Dakar, Sénégal"
"1740007856-212","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3101699_uploaded_image1_1620326431.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-virage-3101699","3","4","1 m2","Ngor, Dakar, Sénégal"
"1740007866-213","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3101719_uploaded_image1_1620327216.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-grand-dakar-3101719","1","1","1 m2","Grand Dakar, Dakar, Sénégal"
"1740007873-214","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3101736_uploaded_image1_1620327820.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-fann-3101736","4","4","350","Fann, Dakar, Sénégal"
"1740007880-215","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3101797_uploaded_image1_1620331098.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-residence-ebene-sacre-coeur-3101797","4","3","190","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740007890-216","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3102294_uploaded_image1_1620354982.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-yoff-3102294","3","2","200","Yoff, Dakar, Sénégal"
"1740007894-217","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3102842_uploaded_image1_1620385453.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-liberte-6-extension-3102842","2","1","60 m2","Dakar, Sénégal"
"1740007899-218","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3103220_uploaded_image1_1620398304.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-bata-rufisque-3103220","4","2","150 m2","Dakar, Sénégal"
"1740007907-219","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3103289_uploaded_image1_1620400868.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-patte-doie-3103289","3","2","","Patte d'oie, Dakar, Sénégal"
"1740007934-220","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3104762_uploaded_image1_1620474177.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-keur-massar-3104762","4","3","","Keur Massar, Sénégal"
"1740007938-221","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3104941_uploaded_image1_1620481505.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-ouakam-comiko-3104941","3","2","","Ouakam, Dakar, Sénégal"
"1740007943-222","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3105139_uploaded_image1_1620487496.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-6-pieces-cite-keur-gorgui-dakar-3105139","6","4","","Dakar, Sénégal"
"1740007949-223","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3105285_uploaded_image1_1620493684.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-1-piece-sicap-liberte-3105285","1","2","90","Sicap Liberté, Dakar, Sénégal"
"1740007951-224","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3105474_uploaded_image1_1620502778.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-keur-massar-3105474","3","2","150 m2","Keur Massar, Sénégal"
"1740007956-225","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3105599_uploaded_image1_1620508343.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-6-pieces-point-e-3105599","6","","","Point E, Dakar, Sénégal"
"1740007965-226","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3105751_uploaded_image1_1620516019.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mamelles-3105751","3","3","","Mamelles, Dakar, Sénégal"
"1740007967-227","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3105890_uploaded_image1_1620526279.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-3105890","4","1","150","Dakar, Sénégal"
"1740007972-228","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3106432_uploaded_image1_1620565731.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-3106432","4","1","","Parcelle Assainies, Dakar, Sénégal"
"1740007976-229","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3106445_uploaded_image1_1620566331.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-pikine-3106445","","","","Dakar, Sénégal"
"1740007980-230","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3106595_uploaded_image1_1620572271.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-05-pieces-yoff-3106595","5","3","180","Yoff, Dakar, Sénégal"
"1740007983-231","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3106957_uploaded_image1_1620584848.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-liberte-6-3106957","3","3","","Sicap Liberté, Dakar, Sénégal"
"1740007988-232","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3107891_uploaded_image1_1620639789.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-mamelles-3107891","2","2","120","Mamelles, Dakar, Sénégal"
"1740007992-233","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3107904_uploaded_image1_1620640081.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3107904","4","4","200","Mamelles, Dakar, Sénégal"
"1740007996-234","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3107981_uploaded_image1_1620642324.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-f4-ouakam-3107981","","","","Ouakam, Dakar, Sénégal"
"1740008001-235","https://sn.coinafrique.com/categorie/appartements?page=117","https://images.coinafrique.com/thumb_3108051_uploaded_image1_1620644026.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-parcelles-assainies-3108051","4","1","","Dakar, Sénégal"
"1740008028-236","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3108168_uploaded_image1_1620646770.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-thies-3108168","4","2","100","Thies, Sénégal"
"1740008051-237","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3108418_uploaded_image1_1620652388.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-2-pieces-pikine-3108418","2","2","","Dakar, Sénégal"
"1740008058-238","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3109612_uploaded_image1_1620693910.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/locatin-appartement-4-pieces-ngor-virage-3109612","4","3","250 m2","Ngor, Dakar, Sénégal"
"1740008066-239","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3109614_uploaded_image1_1620694127.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-cite-diamalaye-3109614","4","2","150 m2","Yoff, Dakar, Sénégal"
"1740008079-240","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3109620_uploaded_image1_1620694540.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-nord-foire-3109620","3","1","150 m2","Parcelle Assainies, Dakar, Sénégal"
"1740008084-241","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3109650_uploaded_image1_1620697835.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadie-3109650","4","3","250 m2","Almadies, Dakar, Sénégal"
"1740008090-242","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3109653_uploaded_image1_1620698001.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadie-3109653","5","3","200 m2","Almadies, Dakar, Sénégal"
"1740008095-243","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3109657_uploaded_image1_1620698159.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-maristes-3109657","3","2","150 m2","Almadies, Dakar, Sénégal"
"1740008102-244","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3109667_uploaded_image1_1620699791.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-foire-3109667","4","3","90 m2","Dakar, Sénégal"
"1740008108-245","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3110249_uploaded_image1_1620733638.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-rufisque-3110249","4","2","150","Rufisque, Sénégal"
"1740008115-246","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3110725_uploaded_image1_1620748040.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-f4-almadies-3110725","4","3","235 m2","Almadies, Dakar, Sénégal"
"1740008121-247","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3110793_uploaded_image1_1620750111.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-point-e-3110793","3","3","120 m2","Point E, Dakar, Sénégal"
"1740008128-248","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3110820_uploaded_image1_1620751021.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-sipres-cite-sonatel-3110820","3","2","","Sicap Liberté, Dakar, Sénégal"
"1740008133-249","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3110899_uploaded_image1_1620754806.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-3110899","5","4","255","Almadies, Dakar, Sénégal"
"1740008146-250","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3111748_uploaded_image1_1620808770.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-liberte-6-3111748","3","2","150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740008167-251","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3111948_uploaded_image1_1620816520.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-aux-mariste-3111948","4","2","","Dakar, Sénégal"
"1740008174-252","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3112153_uploaded_image1_1620823946.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-1-piece-rufisque-3112153","1","2","100","Rufisque, Sénégal"
"1740008182-253","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3112809_uploaded_image1_1620846965.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-3112809","3","2","","Almadies, Dakar, Sénégal"
"1740008185-254","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3112915_uploaded_image1_1620853416.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-avenue-cheikh-anta-diop-3112915","5","4","200 m2","Fass, Dakar, Sénégal"
"1740008188-255","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3114807_uploaded_image1_1620990079.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mermoz-sacre-coeur-3114807","4","4","1","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740008194-256","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3115047_uploaded_image1_1620998231.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-diamniadio-3115047","3","2","120","Diamniadio, Sénégal"
"1740008199-257","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3115207_uploaded_image1_1621004809.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadies-virage-3115207","4","4","250","Almadies, Dakar, Sénégal"
"1740008204-258","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3116651_uploaded_image1_1621096712.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-duplex-5-pieces-virage-3116651","5","5","300 m2","Dakar, Sénégal"
"1740008208-259","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3116997_uploaded_image1_1621114372.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-hlm-3116997","3","1","150","HLM, Dakar, Sénégal"
"1740008212-260","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3117249_uploaded_image1_1621148211.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-3117249","3","2","150","Almadies, Dakar, Sénégal"
"1740008217-261","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3117768_uploaded_image1_1621175839.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-pres-auchan-3117768","","","","Ouakam, Dakar, Sénégal"
"1740008226-262","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3118822_uploaded_image1_1621243167.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-3118822","6","2","186 m2","Sicap Liberté, Dakar, Sénégal"
"1740008234-263","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3118841_uploaded_image1_1621243650.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-3118841","6","2","200 m2","Sicap Liberté, Dakar, Sénégal"
"1740008238-264","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3119233_uploaded_image1_1621255515.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-cite-avion-3119233","2","2","","Ouakam, Dakar, Sénégal"
"1740008251-265","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3119292_uploaded_image1_1621257267.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-6-pieces-guediawaye-3119292","5","2","","Guediawaye, Dakar, Sénégal"
"1740008272-266","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3119317_uploaded_image1_1621257774.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3119317","4","3","200 m2","Mamelles, Dakar, Sénégal"
"1740008277-267","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3119794_uploaded_image1_1621276449.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-245-m-fann-3119794","4","5","245 m2","Fann, Dakar, Sénégal"
"1740008280-268","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3119952_uploaded_image1_1621283191.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-dakar-3119952","","","","Dakar, Sénégal"
"1740008283-269","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3120417_uploaded_image1_1621305567.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-sicap-liberte-3120417","4","3","90","Sicap Liberté, Dakar, Sénégal"
"1740008288-270","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3120560_uploaded_image1_1621323671.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-mamelles-virage-3120560","","","","Ouakam, Dakar, Sénégal"
"1740008314-271","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3120756_uploaded_image1_1621331162.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-dakar-3120756","4","4","180","Dakar, Sénégal"
"1740008337-272","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3120779_uploaded_image1_1621331954.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-dakar-3120779","4","3","","Dakar, Sénégal"
"1740008350-273","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3120787_uploaded_image1_1621332331.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-rufisque-3120787","3","2","","Parcelle Assainies, Dakar, Sénégal"
"1740008357-274","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3120811_uploaded_image1_1621333050.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ngor-3120811","4","4","150","Ngor, Dakar, Sénégal"
"1740008362-275","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3121105_uploaded_image1_1621342574.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-3121105","4","3","150","Ouakam, Dakar, Sénégal"
"1740008365-276","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3121118_uploaded_image1_1621342954.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-ouakam-3121118","4","3","150","Ouakam, Dakar, Sénégal"
"1740008370-277","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3121186_uploaded_image1_1621345206.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-mermoz-3121186","2","2","150 m2","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740008375-278","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3122324_uploaded_image1_1621400881.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-grand-yoff-3122324","2","1","140","Grand Yoff, Dakar, Sénégal"
"1740008392-279","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3122371_uploaded_image1_1621407002.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-3122371","3","2","200","Almadies, Dakar, Sénégal"
"1740008404-280","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3122383_uploaded_image1_1621407720.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-6-pieces-almadies-3122383","6","4","300","Almadies, Dakar, Sénégal"
"1740008427-281","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3122818_uploaded_image1_1621424139.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-almadies-3122818","4","4","121","Almadies, Dakar, Sénégal"
"1740008441-282","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3122989_uploaded_image2_1621428113.jpeg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-hann-bel-air-3122989","4","3","200","Hann Bel-Air, Dakar, Sénégal"
"1740008470-283","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3123135_uploaded_image1_1621432454.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-6-pieces-dakar-3123135","6","5","500","Dakar, Sénégal"
"1740008475-284","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3123145_uploaded_image1_1621432787.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-meuble-dakar-3123145","1","64","","Medina, Dakar, Sénégal"
"1740008479-285","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3123266_uploaded_image1_1621435812.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-mermoz-sacre-coeur-3123266","4","153","","Mermoz-Sacré Coeur, Dakar, Sénégal"
"1740008483-286","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3123803_uploaded_image1_1621452358.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-zac-mbao-3123803","2","3","100","Rufisque, Sénégal"
"1740008486-287","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3123811_uploaded_image1_1621453272.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-studio-zac-mbao-3123811","1","1","60","Rufisque, Sénégal"
"1740008490-288","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3123940_uploaded_image1_1621458444.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-hlm4-3123940","","","","HLM, Dakar, Sénégal"
"1740008493-289","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3124549_uploaded_image1_1621504572.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-sicap-liberte-3124549","3","2","150","Sicap Liberté, Dakar, Sénégal"
"1740008495-290","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3124567_uploaded_image1_1621504921.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-mamelles-3124567","4","3","","Mamelles, Dakar, Sénégal"
"1740008499-291","https://sn.coinafrique.com/categorie/appartements?page=116","https://images.coinafrique.com/thumb_3124892_uploaded_image1_1621512691.jpg","favorite_border3années","https://sn.coinafrique.com/annonce/appartements/location-appartement-5-pieces-almadies-3124892","5","6","350","Almadies, Dakar, Sénégal"
