web-scraper-order,web-scraper-start-url,image-src,Infos,Infos-href,Nombre pièces,Nombre salle de bain,superficie,Adresse
"1740040264-5739","https://sn.coinafrique.com/categorie/appartements?page=011","https://images.coinafrique.com/thumb_5079874_uploaded_image1_1733511823.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-parcelle-assainies-5079874","2","2","70","Parcelle Assainies, Dakar, Sénégal"
"1740040268-5740","https://sn.coinafrique.com/categorie/appartements?page=011","https://images.coinafrique.com/thumb_5080753_uploaded_image1_1733573543.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-mosquee-maristes-5080753","2","2","200 m2","Mariste, Dakar, Sénégal"
"1740040280-5741","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5038822_uploaded_image1_1731355242.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadies-2-5038822","4","2","","Mbao, Dakar, Sénégal"
"1740040283-5742","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5082547_uploaded_image1_1733697034.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-3-pieces-cite-mbac-faye-5082547","3","2","","Mamelles, Dakar, Sénégal"
"1740040289-5743","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5082670_uploaded_image1_1733705891.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-2-pieces-yoff-5082670","2","2","50","Yoff, Dakar, Sénégal"
"1740040294-5744","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5038765_uploaded_image1_1731352437.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-studio-yoff-ocean-5038765","2","1","60","Yoff, Dakar, Sénégal"
"1740040298-5745","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5083335_uploaded_image1_1733746623.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-dun-studio-aux-almadies-recasement-5083335","2","2","90 m2","Almadies, Dakar, Sénégal"
"1740040303-5746","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5039815_uploaded_image1_1731412464.78.jpeg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/a-louer-appartement-f4-sacre-cur-3-5039815","","","","Sacré-Coeur, Dakar, Sénégal"
"1740040306-5747","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5083428_uploaded_image1_1733750033.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-fann-5083428","4","4","150","Fann, Dakar, Sénégal"
"1740040310-5748","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5040057_uploaded_image1_1731420229.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-cite-batrain-5040057","4","3","135","Dakar, Sénégal"
"1740040315-5749","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5083634_uploaded_image1_1733759550.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/vente-appartements-4-pieces-yoff-virage-5083634","4","4","","Yoff, Dakar, Sénégal"
"1740040319-5750","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5040347_uploaded_image1_1731428819.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-pen-house-a-fann-residence-5040347","4","3","","Fann, Dakar, Sénégal"
"1740040322-5751","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5084148_uploaded_image1_1733782843.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-cite-assemblee-5084148","3","2","80","Mamelles, Dakar, Sénégal"
"1740040324-5752","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5084854_uploaded_image1_1733828057.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-sicap-foire-5084854","3","2","","Sicap foire, Dakar, Sénégal"
"1740040329-5753","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5084893_uploaded_image1_1733829007.76.jpeg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-studio-meuble-vue-sur-mer-virage-5084893","","","","Ngor, Dakar, Sénégal"
"1740040332-5754","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5041674_uploaded_image1_1731497493.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3-pieces-cite-biagui-5041674","3","2","130","Dakar, Sénégal"
"1740040335-5755","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5085041_uploaded_image1_1733834000.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-meuble-a-saly-carrefour-cote-rene-merceron-5085041","2","2","100 m2","Saly, Sénégal"
"1740040338-5756","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5038184_uploaded_image1_1731331161.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/vente-appartement-4-pieces-point-e-5038184","4","144","","Point E, Dakar, Sénégal"
"1740040342-5757","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5042523_uploaded_image1_1731525468.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3pieces-ngor-almadies-5042523","3","1","95","Almadies, Dakar, Sénégal"
"1740040346-5758","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5042529_uploaded_image1_1731525894.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4pieces-mamelles-5042529","4","3","110","Mamelles, Dakar, Sénégal"
"1740040350-5759","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5085798_uploaded_image1_1733868308.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-liberte-6-extension-5085798","3","2","","Sicap Liberté, Dakar, Sénégal"
"1740040354-5760","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5042735_uploaded_image1_1731533583.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-virage-5042735","4","3","136","Dakar, Sénégal"
"1740040358-5761","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5042746_uploaded_image1_1731533852.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-ngor-almadies-5042746","4","3","134","Ngor, Dakar, Sénégal"
"1740040362-5762","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5042767_uploaded_image1_1731534251.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4pieces-cite-magistrat-5042767","4","4","140","Dakar, Sénégal"
"1740040365-5763","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5085842_uploaded_image1_1733870665.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-almadies-2-5085842","2","1","80","Rufisque, Sénégal"
"1740040367-5764","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5085931_uploaded_image1_1733876498.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-dakar-plateau-5085931","5","4","200","Dakar Plateau, Dakar, Sénégal"
"1740040371-5765","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5086412_uploaded_image1_1733912099.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-a-yoff-5086412","3","2","","Yoff, Dakar, Sénégal"
"1740040374-5766","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5043315_uploaded_image1_1731576803.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zac-mbao-sortie-9-5043315","4","3","150 m2","Mbao, Dakar, Sénégal"
"1740040378-5767","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5043327_uploaded_image1_1731577095.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-almadie-2-sedima-5043327","4","2","","Mbao, Dakar, Sénégal"
"1740040381-5768","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5086563_uploaded_image1_1733916034.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-f3-cite-nar-rufisque-ouest-5086563","3","1","","Dakar, Sénégal"
"1740040384-5769","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5043660_uploaded_image1_1731587249.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-4-pieces-ouakam-5043660","4","3","159","Ouakam, Dakar, Sénégal"
"1740040389-5770","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5086906_uploaded_image1_1733924019.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-keur-massar-rond-point-goygui-5086906","3","2","150 m2","Dakar, Sénégal"
"1740040396-5771","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5048321_uploaded_image1_1731855059.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-zac-mbao-5048321","3","2","","Mbao, Dakar, Sénégal"
"1740040405-5772","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5048330_uploaded_image1_1731855481.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-studio-a-zac-mbao-5048330","2","2","","Mbao, Dakar, Sénégal"
"1740040411-5773","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5044200_uploaded_image1_1731606226.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5pieces-dakar-plateaux-5044200","5","5","12","Dakar Plateau, Dakar, Sénégal"
"1740040417-5774","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5087655_uploaded_image1_1733954399.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-zac-mbao-5087655","3","2","80","Mbao, Dakar, Sénégal"
"1740040422-5775","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5087662_uploaded_image1_1733954565.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-2-pieces-zac-mbao-5087662","2","2","70","Mbao, Dakar, Sénégal"
"1740040427-5776","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5049214_uploaded_image1_1731921014.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-5-pieces-yoff-virage-5049214","5","4","250","Yoff, Dakar, Sénégal"
"1740040435-5777","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5083104_uploaded_image1_1733738587.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-almadi-2-sedima-sortie-9-5083104","3","2","","Mbao, Dakar, Sénégal"
"1740040440-5778","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5088349_uploaded_image1_1734002612.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-5pieces-corniche-5088349","5","5","200 m2","Mamelles, Dakar, Sénégal"
"1740040443-5779","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5088367_uploaded_image1_1734003153.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-3pieces-almadie-2-5088367","3","1","90","Rufisque, Sénégal"
"1740040450-5780","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5045298_uploaded_image1_1731668537.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-4-pieces-zac-mbao-cite-mecs-5045298","4","4","","Mbao, Dakar, Sénégal"
"1740040454-5781","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5088560_uploaded_image1_1734009921.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartements-5pieces-mbour-5088560","5","2","","Mbour, Sénégal"
"1740040460-5782","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5045634_uploaded_image1_1731680544.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-studio-haut-standing-almadi-2-sedima-5045634","2","2","","Mbao, Dakar, Sénégal"
"1740040465-5783","https://sn.coinafrique.com/categorie/appartements?page=010","https://images.coinafrique.com/thumb_5050035_uploaded_image1_1731945824.jpg","favorite_border2mois","https://sn.coinafrique.com/annonce/appartements/location-appartement-3-pieces-keur-massar-jolof-chiken-5050035","3","1","","Mbao, Dakar, Sénégal"
